1497309621465,1497309621986,521
1497309624528,1497309625052,524
1497309627973,1497309628486,513
1497309632047,1497309632583,536
1497309635059,1497309635580,521
1497309638029,1497309638568,539
1497309640849,1497309641389,540
1497309643796,1497309644344,548
1497309646943,1497309647479,536
1497309649818,1497309650333,515
1497309652530,1497309653042,512
1497309655215,1497309655758,543
1497309658299,1497309658824,525
1497309661355,1497309661887,532
1497309664506,1497309665048,542
1497309667291,1497309667821,530
1497309670397,1497309670920,523
1497309673395,1497309673920,525
1497309676510,1497309677031,521
1497309679663,1497309680195,532
